Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Lokasi
1320000000,2,2,1,64,87,Cinere
3330000000,2,2,0,207,185,Cinere
1250000000,4,2,1,111,100,Cibubur
1300000000,3,2,1,90,130,Cimanggis
500000000,2,1,1,60,40,Cipayung
2900000000,4,3,2,108,200,Cinere
1500000000,2,1,0,120,75,Beji
550000000,2,2,1,60,90,Cilodong
900000000,3,1,0,179,84,Tapos
950000000,2,1,1,90,70,Cinere
3250000000,3,3,2,153,200,Cinere
525000000,2,1,1,72,36,Pasir Putih
1900000000,4,3,0,120,140,Cilodong
1200000000,2,1,1,105,55,Limo
1200000000,3,2,1,90,70,Sawangan
920000000,3,2,0,51,80,Cisalak
1600000000,4,2,1,92,120,Cinere
1100000000,3,1,0,152,100,Kukusan
2800000000,4,3,2,230,242,Cinere
6500000000,6,4,0,604,400,Cinere
1500000000,3,1,1,180,150,Cimanggis
1490000000,4,2,0,89,101,Cinere
4300000000,6,6,0,321,330,Cinere
5900000000,6,4,0,693,250,Cinere
7500000000,5,5,0,540,600,Cinere
3900000000,4,4,0,425,236,Cinere
12000000000,5,4,0,1250,800,Cinere
5000000000,4,3,0,300,200,Cinere
5000000000,5,3,0,350,350,Cinere
8500000000,5,4,0,266,500,Cinere
1870000000,4,4,2,105,170,Cinere
980000000,3,3,2,58,100,Beji
355000000,2,1,1,60,40,Cinangka
2500000000,4,3,1,154,136,Cinere
1350000000,3,2,1,120,120,Sawangan
1150000000,3,2,1,60,72,Tapos
38000000000,10,10,0,3440,1500,Pancoran Mas
2500000000,3,2,1,240,140,Cinere
6500000000,4,3,0,200,288,Margonda
4000000000,7,4,1,200,150,Cilodong
880000000,2,2,0,88,132,Cilodong
930000000,3,2,2,81,93,Cilodong
3500000000,6,4,2,228,280,Cinere
3000000000,5,2,2,249,350,Cibubur
6000000000,6,6,1,500,287,Tapos
1500000000,5,3,0,170,240,Depok II
799000000,2,1,1,80,65,Rangkapanjaya
1270000000,3,3,2,90,135,Limo
3400000000,4,4,1,280,170,Cinere
2000000000,2,3,0,154,90,Cimanggis
1150000000,3,2,1,85,120,Cinere
684000000,2,2,0,72,50,Cimanggis
1100000000,4,2,0,102,102,Sukmajaya
1270000000,3,3,2,91,135,Pancoran Mas
4200000000,2,2,0,119,170,Depok II
2900000000,4,4,0,188,325,Rangkapanjaya
1900000000,3,2,1,200,130,Cinere
5500000000,7,7,2,300,500,Cinere
4000000000,4,4,1,245,300,Cinere
6000000000,5,2,0,648,300,Cinere
3200000000,4,4,0,188,325,Rangkapanjaya
3000000000,2,2,0,120,250,Cibubur
875000000,5,3,0,158,70,Sukmajaya
260000000,2,1,1,60,40,Sawangan
680000000,2,1,1,98,50,Sawangan
970000000,3,2,1,50,53,Cilodong
2900000000,3,2,0,385,120,Harjamukti
3100000000,3,2,0,385,120,Cimanggis
630000000,2,1,0,78,78,Cilodong
245000000,2,1,1,50,36,Pasir Putih
3100000000,4,4,2,167,220,Krukut
2200000000,5,3,0,150,200,Sukmajaya
1300000000,3,1,0,105,105,Tapos
750000000,2,1,0,83,50,Cilodong
1300000000,2,1,0,177,37,Sukmajaya
460000000,2,1,0,72,36,Cipayung
1200000000,3,2,0,144,63,Rangkapanjaya
2400000000,3,2,2,120,115,Pangkalan Jati
4000000000,5,3,1,270,300,Cinere
25000000000,7,7,0,1700,405,Tanah Baru
1750000000,4,2,2,120,120,Cilodong
5800000000,3,3,2,300,375,Cibubur
1650000000,4,1,0,179,110,Pancoran Mas
2400000000,5,5,0,145,220,Sukmajaya
355000000,2,1,1,50,36,Depok II
3500000000,3,3,0,153,200,Cinere
3650000000,4,4,1,250,200,Cinere
725000000,3,3,0,150,125,Margonda
2000000000,6,3,0,207,90,Pancoran Mas
1390000000,4,3,1,90,140,Limo
3500000000,4,3,1,325,234,Cinere
1500000000,2,2,0,103,90,Gandul
1150000000,4,2,0,265,185,Cilodong
1600000000,3,2,2,160,72,Limo
1600000000,3,2,2,160,72,Cinere
14000000000,7,5,0,825,414,Cinere
2800000000,3,2,1,306,150,Cinere
2700000000,4,4,2,154,340,Cinere
3700000000,3,3,0,288,100,Sukmajaya
2300000000,3,3,1,100,154,Cinere
2800000000,5,4,0,210,440,Pancoran Mas
1200000000,4,2,0,100,180,Sawangan
1160000000,2,2,1,79,93,Sawangan
2400000000,4,4,0,216,250,Bojong Sari
599000000,3,1,1,90,143,Sawangan
775000000,2,1,1,80,92,Sawangan
900000000,4,2,0,120,160,Depok II
2600000000,4,2,1,210,180,Cinere
500000000,2,1,0,70,70,Cinere
852000000,3,2,1,65,75,Limo
2450000000,4,4,0,125,136,Cinere
3750000000,4,4,1,302,278,Cinere
8000000000,4,3,2,750,476,Cinere
5500000000,4,3,2,492,300,Cinere
2500000000,5,3,1,240,480,Pancoran Mas
3400000000,3,2,2,200,136,Cinere
7800000000,7,5,3,540,700,Cinere
3800000000,4,4,1,144,206,Sawangan
8000000000,4,3,1,452,300,Pangkalan Jati
8500000000,6,4,0,1113,500,Cimanggis
4099999999,4,3,2,118,250,Pangkalan Jati
850000000,3,2,0,67,80,Depok II
4500000000,3,3,0,138,250,Pangkalan Jati
2000000000,2,2,1,120,180,Cinere
1140000000,3,2,1,110,90,Sukmajaya
630000000,3,2,1,50,90,Tapos
1100000000,4,3,1,106,100,Limo
1500000000,3,2,0,280,133,Mekarsari
1100000000,4,3,1,106,100,Rangkapanjaya
499000000,2,1,1,60,45,Cinangka
3900000000,4,3,2,119,250,Pangkalan Jati
4500000000,5,4,1,507,600,Kukusan
499000000,2,1,1,66,50,Cinangka
2500000000,5,3,0,135,210,Pancoran Mas
1000000000,4,3,1,150,170,Sawangan
1600000000,2,1,1,124,124,Cinangka
700000000,2,2,1,64,55,Cinangka
1050000000,2,2,1,72,55,Cinangka
1470000000,3,2,1,78,103,Cinere
1600000000,5,2,1,113,200,Cinere
1150000000,2,2,1,105,55,Cinangka
4500000000,2,2,3,570,170,Sawangan
8500000000,3,2,4,504,320,Cinere
751000000,4,3,1,99,110,Sawangan
1450000000,3,2,1,80,110,Beji
700000000,2,1,1,72,36,Cilodong
2500000000,3,3,2,249,215,Bojong Sari
1150000000,3,2,2,88,100,Tanah Baru
6500000000,10,10,0,400,230,Beji
1200000000,4,2,0,135,100,Sukmajaya
1500000000,3,3,0,165,165,Pancoran Mas
1400000000,3,1,0,149,72,Sukmajaya
4200000000,8,5,0,774,220,Pancoran Mas
3750000000,3,3,1,382,280,Cinere
1190000000,3,2,0,105,68,Cimanggis
3500000000,3,3,1,265,155,Cinere
800000000,3,2,0,72,66,Cilodong
11500000000,7,6,0,937,346,Cinere
960000000,3,2,0,90,85,Tirtajaya
2200000000,3,21,0,72,180,Cilodong
550000000,2,1,0,70,70,Cinere
950000000,3,2,0,65,88,Rangkapanjaya
2500000000,4,2,2,176,230,Pancoran Mas
1300000000,3,2,2,90,150,Limo
1100000000,3,1,0,148,142,Sukmajaya
2950000000,3,3,0,119,128,Cimanggis
2000000000,4,4,0,250,200,Mekarsari
1400000000,2,1,1,470,200,Mekarsari
2400000000,4,3,0,433,260,Cilangkap
1200000000,2,2,1,64,56,Tapos
940000000,3,2,1,72,80,Sukmajaya
1200000000,3,2,0,74,185,Kukusan
625000000,2,1,0,76,42,Sukmajaya
2300000000,3,3,0,412,200,Sukmajaya
1650000000,4,2,0,132,240,Sukmajaya
3500000000,5,3,0,423,200,Cilodong
2400000000,4,3,0,286,125,Harjamukti
750000000,2,1,0,93,42,Sukmajaya
1700000000,3,3,0,194,150,Sukmajaya
1200000000,3,3,0,72,120,Sukmajaya
3300000000,3,2,0,200,72,Sukmajaya
1200000000,2,2,1,90,95,Harjamukti
4350000000,5,4,1,240,400,Cinere
924000000,3,3,0,72,110,Sukmajaya
2400000000,4,2,0,200,180,Sukmajaya
4800000000,5,4,1,240,400,Cinere
672000000,2,1,1,60,38,Cilodong
200000000,2,1,1,50,45,Citayam
985000000,2,1,2,84,60,Sawangan
1100000000,3,2,1,60,100,Cinangka
3800000000,4,3,2,375,300,Cinere
270000000,2,1,1,60,40,Sawangan
4600000000,4,4,1,507,600,Kukusan
1900000000,3,2,0,150,180,Sukmajaya
4500000000,4,4,7,960,350,Kelapa Dua
4000000000,4,2,1,245,300,Cinere
1250000000,3,2,1,73,68,Cinere
4250000000,3,2,6,500,100,Pangkalan Jati
6000000000,4,3,1,470,310,Cinere
3000000000,5,2,0,200,155,Beji
2000000000,5,3,0,200,100,Beji
1270000000,2,1,2,98,60,Limo
2500000000,3,2,1,225,300,Cinere
7700000000,5,5,3,502,700,Cinere
1800000000,4,3,1,84,100,Cibubur
1400000000,3,3,2,112,120,Pancoran Mas
1600000000,4,2,0,258,150,Tapos
2100000000,4,2,2,120,120,Cinere
3750000000,4,2,0,719,250,Limo
2470000000,3,3,1,156,150,Cinere
3300000000,5,5,0,357,300,Cibubur
275000000,2,1,0,60,40,Sawangan
600000000,2,1,1,70,56,Rangkapanjaya
270000000,2,1,1,60,40,Pancoran Mas
10000000000,6,4,0,1045,500,Margonda
270000000,2,1,0,60,40,Sawangan
542000000,2,1,1,68,40,Sawangan
4300000000,5,4,2,432,320,Cinere
4500000000,5,4,2,338,350,Cinere
2470000000,3,3,0,112,136,Bojong Sari
3500000000,5,3,1,280,161,Sukmajaya
3960000000,4,3,0,600,250,Cinere
1550000000,2,1,0,404,63,Cinere
940000000,3,2,1,54,85,Depok II
1330000000,4,3,1,85,110,Limo
2600000000,3,1,2,180,122,Margonda
5500000000,5,4,0,1015,450,Cimanggis
2700000000,3,2,1,170,250,Cinere
2500000000,2,2,0,257,216,Cimanggis
2300000000,3,2,0,298,150,Sukatani
5200000000,7,5,0,112,375,Bojong Sari
10500000000,7,4,0,1005,504,Pangkalan Jati
2300000000,3,2,1,72,137,Cinere
1450000000,4,2,1,200,180,Pancoran Mas
1700000000,7,3,0,176,108,Pancoran Mas
2600000000,3,2,0,300,180,Tanah Baru
2000000000,4,3,2,140,140,Cinere
650000000,3,2,2,103,72,Sawangan
7500000000,5,6,4,812,900,Cinere
1170000000,3,3,1,102,90,Cilodong
1700000000,3,3,3,164,125,Tapos
885000000,2,1,1,95,50,Sawangan
2400000000,5,3,0,240,200,Cinere
2620000000,3,3,2,115,165,Cinere
2130000000,3,3,0,70,140,Cinere
400000000,2,1,0,59,40,Sawangan
2750000000,5,5,0,210,350,Cinere
625000000,2,1,0,81,41,Cinere
245000000,2,1,1,60,40,Sawangan
1410000000,3,2,0,82,60,Tanah Baru
2000000000,3,2,1,120,113,Cinere
750000000,2,2,1,96,96,Depok II
4000000000,7,5,0,500,200,Margonda
9500000000,3,4,2,600,387,Pangkalan Jati
500000000,3,2,1,60,70,Cinere
1900000000,3,3,2,112,136,Sawangan
1500000000,4,2,1,233,225,Sawangan
3500000000,4,4,0,300,330,Cimanggis
900000000,3,2,1,96,120,Cinere
6000000000,6,5,0,400,300,Sukmajaya
1500000000,4,2,0,115,110,Harjamukti
3500000000,4,4,0,179,269,Cimanggis
1150000000,3,2,1,130,60,Bojong Sari
4800000000,4,1,0,232,350,Cinere
11500000000,4,3,0,500,350,Cinere
1250000000,3,3,0,70,100,Pancoran Mas
2900000000,4,4,0,165,250,Sukmajaya
3700000000,4,4,2,240,308,Cinere
2590000000,4,3,0,323,250,Cinere
1700000000,4,2,0,209,209,Sawangan
1900000000,3,2,0,256,326,Beji
585000000,2,1,0,60,37,Sukmajaya
1500000000,2,2,1,97,37,Sawangan
1500000000,4,3,0,136,90,Cipayung
800000000,4,1,1,117,120,Bojong Sari
599000000,2,1,0,31,38,Cinere
699000000,3,3,1,60,60,Cipayung
5500000000,4,3,6,720,462,Cinere
4000000000,5,2,1,408,198,Cinere
5000000000,4,3,0,553,120,Cipayung
1850000000,5,3,0,120,250,Sukmajaya
850000000,4,2,1,114,60,Cimanggis
2750000000,5,4,1,308,450,Cinere
700000000,2,1,0,72,60,Limo
575000000,2,1,0,106,80,Cilodong
10000000000,4,3,0,2000,350,Limo
690000000,2,1,0,45,78,Pancoran Mas
4200000000,4,2,0,214,150,Sukmajaya
1700000000,2,2,1,103,90,Cinere
2500000000,4,3,1,154,200,Cinere
13000000000,5,5,3,440,502,Cinere
2600000000,6,3,0,341,150,Sukmajaya
900000000,2,1,1,66,55,Sawangan
2200000000,3,3,2,145,107,Cimanggis
25000000000,6,5,13,2245,900,Cinere
490000000,2,1,1,60,40,Sawangan
2800000000,3,3,0,168,300,Cimanggis
945000000,3,2,1,40,80,Cimanggis
6100000000,7,7,0,400,600,Harjamukti
2700000000,5,3,0,191,225,Cinere
300000000,2,2,1,60,40,Sawangan
520000000,2,1,1,60,40,Sawangan
830000000,3,2,1,150,100,Depok II
1900000000,3,2,1,202,100,Krukut
4800000000,4,3,0,310,310,Cimanggis
2200000000,5,5,0,220,145,Sukmajaya
2650000000,4,3,2,204,325,Cimanggis
1000000000,2,1,1,72,45,Depok II
2000000000,2,2,0,144,70,Sawangan
4300000000,5,5,0,330,270,Gandul
2580000000,2,2,1,160,62,Cinere
14800000000,4,3,2,546,503,Cinere
15000000000,4,3,2,503,546,Cinere
800000000,2,1,0,85,75,Bojong Sari
1500000000,3,2,2,378,165,Cinangka
4970000000,3,3,0,500,300,Beji
290000000,1,1,1,60,42,Sawangan
769000000,3,2,1,60,60,Pasir Putih
2500000000,5,3,0,200,180,Sawangan
2000000000,5,3,1,207,90,Pancoran Mas
771000000,3,2,0,51,62,Cimanggis
1250000000,2,1,1,139,38,Bojong Sari
3700000000,3,2,1,300,255,Cinere
600000000,3,2,0,105,60,Sawangan
2300000000,3,3,2,150,210,Cinere
2800000000,4,3,1,150,225,Cinere
2900000000,4,3,0,200,420,Cinere
2500000000,3,3,1,110,170,Cinere
1100000000,4,2,1,72,73,Cinere
11000000000,4,3,4,596,700,Cinere
2200000000,3,2,1,170,150,Cinere
1000000000,3,1,3,213,150,Sawangan
3100000000,4,2,1,375,250,Cinere
1600000000,4,2,3,281,200,Cilodong
5900000000,4,3,1,492,228,Cinere
3910000000,3,3,2,200,184,Sawangan
4200000000,7,4,3,400,300,Cinere
400000000,2,1,1,96,45,Citayam
9300000000,3,2,0,576,320,Beji
8000000000,4,3,1,931,346,Gandul
12500000000,40,40,0,1250,1000,Kelapa Dua
1300000000,4,3,0,120,200,Sawangan
8199999999,4,4,2,850,500,Cinere
5500000000,4,3,1,590,400,Cinere
849000000,3,2,1,85,75,Pancoran Mas
7900000000,3,2,2,1071,337,Beji
850000000,2,1,1,97,53,Pancoran Mas
2200000000,3,2,1,250,180,Cinangka
1550000000,4,4,0,165,200,Cisalak
2800000000,3,2,0,285,300,Cimanggis
1470000000,3,2,2,90,90,Cibubur
15000000000,5,5,0,1000,630,Sawangan
1640000000,2,2,1,80,58,Cimanggis
400000000,2,1,1,84,36,Depok II
5850000000,4,4,2,246,320,Cinere
2600000000,3,2,1,128,115,Cinere
1400000000,2,1,0,163,64,Bojong Sari
2400000000,4,3,0,168,250,Cibubur
2800000000,3,3,2,300,300,Limo
1300000000,3,2,0,139,140,Limo
1700000000,3,2,0,500,700,Cinangka
3000000000,6,4,1,320,500,Cinere
250000000,2,1,0,42,42,Sukmajaya
2000000000,4,2,2,140,180,Cinere
1990000000,4,3,2,150,200,Margonda
1100000000,2,2,1,85,54,Cimanggis
622000000,2,2,1,52,63,Sawangan
1500000000,3,2,1,120,160,Cinere
950000000,3,2,2,66,70,Mekarsari
3600000000,3,3,2,160,200,Cinere
1600000000,7,3,0,200,150,Cisalak
990000000,3,2,2,99,106,Depok II
1700000000,3,3,2,77,140,Tanah Baru
1500000000,3,3,1,78,130,Cinere
400000000,2,1,1,84,36,Krukut
1300000000,3,3,1,72,105,Tanah Baru
290000000,2,1,1,60,40,Sawangan
1260000000,3,3,1,83,125,Tanah Baru
7100000000,7,4,0,717,250,Pangkalan Jati
1800000000,2,2,2,144,70,Sawangan
400000000,2,1,1,84,36,Cinere
6700000000,4,3,0,265,500,Cinere
7000000000,4,4,2,459,400,Pangkalan Jati
400000000,2,1,1,55,40,Pancoran Mas
290000000,2,1,0,66,40,Pancoran Mas
5500000000,4,3,0,462,185,Cinere
290000000,2,1,0,64,40,Pancoran Mas
700000000,2,1,0,72,60,Tapos
5000000000,32,32,5,329,600,Kukusan
15000000000,4,3,0,1031,800,Cinere
1300000000,4,3,2,105,95,Bojong Sari
290000000,2,1,0,60,40,Pasir Putih
1200000000,3,2,0,144,216,Cinere
1600000000,3,2,1,95,100,Tanah Baru
3500000000,4,3,2,332,200,Beji
9500000000,4,5,2,800,500,Cinere
4500000000,4,3,2,455,200,Cinere
2950000000,3,2,1,280,150,Cinere
4200000000,4,3,2,280,350,Cinere
1400000000,3,3,0,84,107,Cinere
2000000000,4,4,0,175,240,Cinere
299000000,2,1,1,40,60,Sawangan
350000000,2,1,1,40,60,Sawangan
295000000,2,1,0,60,40,Cipayung
6500000000,5,4,0,604,370,Cinere
1300000000,4,2,0,74,90,Sukmajaya
400000000,2,1,1,45,77,Sawangan
950000000,2,2,0,107,70,Cinere
350000000,2,1,1,36,50,Sawangan
345000000,2,1,1,36,55,Sawangan
2500000000,5,3,3,120,200,Sukmajaya
2300000000,4,3,0,165,114,Sukmajaya
290000000,2,1,0,65,40,Cipayung
6000000000,2,2,0,534,270,Cinere
1800000000,2,2,0,144,140,Cinere
2300000000,3,2,0,120,120,Cinere
2400000000,3,2,0,188,82,Sawangan
1800000000,3,2,0,520,175,Sawangan
270000000,2,1,0,70,40,Pasir Putih
7500000000,8,5,0,690,900,Cinere
286000000,2,1,0,65,40,Pasir Putih
3500000000,3,3,0,288,270,Cinere
1600000000,3,2,0,159,120,Limo
290000000,2,1,0,66,40,Sawangan
270000000,2,1,0,66,40,Pasir Putih
275000000,2,1,0,63,38,Sawangan
6000000000,3,3,0,600,400,Cinere
3100000000,4,2,0,300,167,Cinere
290000000,2,1,0,63,40,Sawangan
280000000,2,1,0,63,40,Pasir Putih
813000000,3,2,0,66,60,Tapos
295000000,2,2,0,64,38,Pasir Putih
280000000,2,1,0,63,40,Sawangan
430000000,2,1,0,72,36,Bojong Sari
6000000000,4,4,0,500,300,Cinere
250000000,2,1,0,67,40,Sawangan
225000000,2,1,0,55,36,Sawangan
295000000,2,1,0,60,40,Pasir Putih
15000000000,4,4,0,1200,300,Pangkalan Jati
1200000000,3,3,0,126,80,Sawangan
10700000000,4,4,0,687,450,Harjamukti
475000000,2,1,0,76,42,Bojong Sari
1100000000,4,2,0,100,170,Rangkapanjaya
2550000000,4,4,0,145,155,Cinere
1100000000,3,3,0,105,140,Sukmajaya
1830000000,2,1,0,120,95,Limo
2550000000,3,4,0,315,500,Citayam
1600000000,4,3,1,90,180,Beji
4750000000,7,4,0,600,400,Cinere
935000000,3,2,1,53,90,Depok I
695000000,2,1,1,119,70,Sawangan
679000000,3,1,1,75,75,Tapos
750000000,3,2,0,100,70,Cinangka
1600000000,4,2,0,270,200,Sawangan
410000000,2,1,0,72,48,Bojong Sari
9000000000,4,2,0,800,250,Pangkalan Jati
875000000,2,1,0,109,50,Bojong Sari
3500000000,4,4,0,250,270,Cinere
5220000000,5,4,3,500,550,Cinere
1660000000,4,3,1,120,150,Sawangan
2250000000,4,2,0,239,170,Tapos
3500000000,5,4,1,500,400,Beji
2240000000,4,3,1,132,140,Sawangan
895000000,4,2,1,120,80,Sawangan
1500000000,4,2,2,90,100,Harjamukti
5500000000,5,4,2,625,450,Cinere
5500000000,5,4,3,280,750,Cibubur
1600000000,2,2,1,89,85,Cimanggis
900000000,2,2,1,50,92,Krukut
3100000000,4,3,1,210,148,Cinere
3200000000,3,5,0,200,350,Cibubur
500000000,2,1,1,53,40,Cipayung
2000000000,3,2,0,180,95,Cimanggis
540000000,2,1,1,60,40,Cipayung
840000000,3,2,2,69,52,Tapos
650000000,3,2,2,55,65,Cilodong
400000000,2,1,0,64,40,Cinere
932000000,3,2,2,85,84,Sawangan
1500000000,3,3,1,359,99,Sukmajaya
6500000000,40,1,0,300,500,Margonda
775000000,3,1,0,78,46,Harjamukti
900000000,3,3,1,59,70,Sukmajaya
1420000000,3,3,1,80,115,Beji
700000000,2,1,1,90,70,Cimanggis
970000000,3,2,1,60,80,Sawangan
2600000000,4,3,1,102,230,Tapos
605000000,2,2,1,72,45,Sawangan
2250000000,3,2,1,244,108,Cinere
1050000000,2,1,1,90,50,Tapos
2500000000,4,3,0,408,255,Pancoran Mas
2200000000,5,4,1,200,250,Cinere
990000000,3,2,2,89,95,Sawangan
750000000,3,2,1,100,90,Depok II
697000000,3,1,1,60,73,Cinere
1650000000,3,2,1,171,90,Tapos
12500000000,3,3,4,1205,505,Tapos
568000000,3,1,1,72,70,Cilodong
3200000000,3,2,0,178,156,Depok I
785000000,2,1,1,78,51,Harjamukti
3900000000,4,4,2,118,250,Pangkalan Jati
935000000,3,2,2,86,85,Sawangan
750000000,3,3,0,72,96,Rangkapanjaya
670000000,2,1,1,70,38,Kelapa Dua
745000000,2,2,2,69,50,Cilodong
760000000,2,2,2,72,50,Cilodong
750000000,2,2,1,50,72,Cipayung
1000000000,3,2,1,75,84,Krukut
2550000000,4,3,1,125,170,Pangkalan Jati
285000000,2,1,1,60,40,Sawangan
2220000000,3,2,1,85,90,Sawangan
3600000000,5,4,2,156,280,Sukmajaya
1500000000,4,2,1,129,130,Depok I
1100000000,2,1,0,98,90,Cinere
650000000,2,1,2,120,50,Sawangan
3300000000,4,5,0,180,250,Cibubur
850000000,3,2,0,169,85,Bojong Sari
3000000000,11,11,0,75,200,Beji
2800000000,4,4,2,144,180,Depok II
1200000000,4,3,1,84,90,Harjamukti
950000000,3,3,1,90,170,Pancoran Mas
2900000000,4,3,1,295,220,Sukatani
695000000,2,1,0,85,60,Grand Depok City
2250000000,3,3,2,143,192,Tanah Baru
3400000000,5,4,0,150,152,Tapos
2150000000,3,3,2,196,220,Beji
5500000000,80,80,1,1450,1500,Cimanggis
2600000000,5,6,1,109,270,Depok II
1250000000,3,2,0,85,75,Cilodong
3200000000,5,2,2,410,200,Cinere
700000000,3,2,2,63,70,Tapos
1900000000,4,2,1,204,94,Pangkalan Jati
735000000,2,1,1,60,50,Bojong Sari
800000000,2,1,1,110,50,Sawangan
2200000000,3,3,2,251,220,Limo
3500000000,18,18,2,315,400,Cimanggis
4500000000,3,4,1,240,279,Sukmajaya
2800000000,4,4,2,144,180,Depok I
875000000,2,1,1,81,60,Limo
1500000000,2,3,2,100,150,Sukmajaya
3700000000,5,6,2,838,456,Beji
1100000000,2,2,1,55,63,Cinere
2000000000,3,2,0,101,90,Cinere
2700000000,3,4,2,276,170,Cimanggis
2220000000,3,2,1,97,100,Cinere
1500000000,3,2,1,163,120,Cimanggis
1400000000,2,2,1,116,116,Kukusan
3600000000,3,2,0,336,250,Cimanggis
17800000000,3,3,4,1780,400,Depok I
700000000,3,3,1,54,67,Cibubur
1000000000,3,3,1,86,80,Tapos
2700000000,4,4,2,144,180,Limo
450000000,2,1,1,72,45,Cilodong
2900000000,10,4,0,180,340,Cinere
2800000000,4,4,2,144,180,Cinere
3300000000,3,4,2,150,180,Cinere
329000000,2,1,1,48,45,Cilodong
850000000,4,3,1,168,100,Mekarsari
3000000000,3,4,2,140,180,Cinere
3600000000,3,3,0,168,264,Cinere
2500000000,3,2,0,150,135,Pangkalan Jati
1300000000,3,2,1,120,80,Sukmajaya
3800000000,4,4,0,387,300,Cimanggis
2500000000,3,2,0,120,150,Cinere
1300000000,3,3,2,72,83,Cinangka
485000000,2,1,1,60,40,Sawangan
600000000,2,1,1,69,42,Sawangan
2300000000,4,4,2,216,149,Cinere
2000000000,3,2,1,188,155,Sawangan
1300000000,3,3,2,72,83,Cinere
1600000000,3,3,0,154,90,Cinere
575000000,2,1,1,72,42,Depok II
680000000,3,2,1,80,68,Cipayung
1400000000,3,2,2,165,100,Sawangan
950000000,2,2,1,73,140,Depok II
3500000000,3,3,1,200,93,Cinere
4500000000,3,2,2,120,160,Pangkalan Jati
950000000,3,3,2,80,90,Cilodong
443000000,2,1,1,60,29,Sawangan
365000000,2,1,1,66,45,Citayam
676000000,3,2,1,60,70,Depok II
450000000,3,2,1,50,70,Cipayung
5000000000,7,4,1,322,250,Cibubur
2600000000,6,4,1,188,220,Beji
857000000,2,1,1,90,80,Cibubur
950000000,2,2,1,90,72,Cibubur
1000000000,3,2,1,90,84,Cibubur
730000000,3,2,0,63,72,Sawangan
10500000000,3,2,10,926,220,Cinere
2500000000,4,3,1,200,320,Cinere
3200000000,4,4,2,253,321,Cinere
9200000000,4,3,2,306,300,Cinere
1700000000,3,2,2,130,121,Cibubur
1450000000,3,3,2,72,100,Pancoran Mas
2500000000,3,3,1,175,150,Cibubur
730000000,3,2,1,63,73,Sawangan
963000000,3,3,2,70,90,Bojong Sari
485000000,2,1,1,60,40,Pasir Putih
4000000000,3,3,1,253,156,Rangkapanjaya
933000000,3,2,2,83,83,Cinere
315000000,2,1,1,50,38,Cipayung
8000000000,4,5,5,617,360,Cimanggis
6500000000,4,4,1,556,198,Pangkalan Jati
1000000000,3,3,0,69,88,Cilodong
850000000,3,1,1,98,100,Cilodong
913000000,3,2,1,59,73,Depok II
2900000000,5,3,2,240,277,Cinere
1200000000,4,4,8,340,200,Cimanggis
895000000,3,3,2,61,56,Tanah Baru
1300000000,3,3,1,130,100,Pancoran Mas
660000000,2,2,1,72,45,Cimanggis
1850000000,3,3,2,139,153,Tanah Baru
1000000000,3,2,1,64,76,Cimanggis
10000000000,5,3,3,500,600,Cibubur
7700000000,6,5,10,1502,1275,Cimanggis
2350000000,5,3,1,268,150,Cinere
385000000,3,2,1,60,60,Rangkapanjaya
365000000,2,2,1,65,50,Cipayung
5350000000,5,4,1,180,200,Cinere
975000000,3,3,2,150,70,Sawangan
1550000000,3,2,1,108,76,Cinere
1300000000,3,2,2,165,78,Sawangan
4900000000,3,3,2,370,400,Cinere
1850000000,3,2,1,120,69,Cimanggis
350000000,2,1,1,42,30,Rangkapanjaya
2200000000,4,3,1,200,250,Cinere
6700000000,16,8,2,550,400,Cinere
3500000000,4,4,2,240,240,Margonda
1800000000,4,2,1,204,94,Pangkalan Jati
365000000,3,1,1,82,55,Sawangan
725000000,2,1,1,90,50,Cibubur
395000000,2,1,1,60,45,Sawangan
1200000000,4,3,2,62,120,Tanah Baru
575000000,2,1,1,87,59,Pancoran Mas
890000000,3,2,1,51,80,Cibubur
887000000,3,2,1,63,75,Rangkapanjaya
5000000000,3,3,6,711,300,Pangkalan Jati
900000000,3,2,0,61,72,Kelapa Dua
2000000000,3,3,2,132,160,Cinere
740000000,4,2,1,112,220,Tapos
600000000,2,1,1,72,48,Cilodong
3000000000,6,3,0,316,2000,Kukusan
900000000,1,3,0,99,99,Pancoran Mas
255000000,2,1,0,50,45,Citayam
3500000000,7,4,1,213,200,Cibubur
4000000000,15,15,3,315,350,Kelapa Dua
3000000000,6,5,2,250,300,Rangkapanjaya
1670000000,3,3,3,112,106,Cinere
270000000,2,1,1,50,50,Tapos
1200000000,4,2,2,88,128,Depok I
1100000000,3,2,1,60,56,Cibubur
2150000000,3,2,1,120,83,Limo
18000000000,4,2,5,1150,979,Depok I
1900000000,4,2,1,248,150,Sawangan
1500000000,4,3,2,70,80,Kukusan
665000000,2,1,1,60,40,Tanah Baru
2200000000,3,2,0,160,100,Cinere
4000000000,26,27,6,583,800,Cimanggis
3000000000,5,4,2,150,230,Cinere
5200000000,4,3,0,402,500,Pangkalan Jati
1350000000,3,3,2,58,160,Tanah Baru
14000000000,7,6,10,1060,630,Cimanggis
14000000000,7,6,10,1030,630,Cibubur
1320000000,3,2,2,73,70,Kelapa Dua
560000000,2,1,1,64,45,Cinangka
210000000,2,1,0,45,45,Rangkapanjaya
